Nome,Idade,Sexo,Turma,Rm,Pontuacao,Num_simulacoes,Num_insignias
Carrie Reilly,43,F,4LPNX,338025,925,2,5
Kelly Duncan,26,F,1LPNZ,728707,1110,3,6
Ronald Gonzalez,30,M,4LPNZ,203616,555,2,3
Alyssa Maddox,21,F,6LPNW,312341,740,2,4
Kelly Guerra,33,F,8LPNX,754548,740,2,4
Samantha Peterson,49,F,10LPNZ,612399,925,3,5
Timothy Allen,35,M,7LPNZ,408587,1480,3,8
Jose Lindsey,24,M,10LPNX,292010,0,1,0
Cynthia Hughes,38,F,10LPNY,435359,185,2,1
Paul Moreno,27,M,8LPNW,289711,0,1,0
Eric Patterson,21,M,6LPNY,275417,1850,3,10
Brian Bryant,38,M,9LPNZ,711396,555,1,3
Daniel Cortez,33,M,10LPNY,162508,1850,3,10
Adam Watson,39,M,5LPNW,183457,925,1,5
Jacob Contreras,49,M,1LPNY,281150,0,1,0
Robert Long,18,M,5LPNX,143869,555,2,3
Courtney Reynolds,48,F,6LPNX,812325,2220,3,12
Jennifer Allen,22,F,10LPNZ,368143,740,3,4
Tamara Perez,23,F,1LPNW,714970,925,2,5
Joe Tyler,29,M,1LPNY,631976,370,1,2
Peggy Frank,42,F,6LPNY,177137,370,1,2
Brandi Lara,21,F,2LPNZ,302358,740,2,4
Nathan David,35,M,5LPNW,249634,555,2,3
Ethan Williams,30,M,2LPNY,125750,370,2,2
Vincent Giles,34,M,7LPNY,756868,925,1,5
Brandon Scott,19,M,7LPNX,823013,2405,3,13
Kristin Fisher,50,F,2LPNW,861778,1295,3,7
Teresa Harper,25,F,7LPNZ,346378,925,1,5
Stephanie Bell,47,F,1LPNY,527699,1480,3,8
Danielle Hickman,23,F,10LPNW,498807,0,2,0
Monica Ramirez,39,F,1LPNW,348028,740,3,4
Hailey Perry,40,F,4LPNY,503452,185,1,1
David Morgan,31,M,1LPNY,604417,370,3,2
Rachel Gardner,25,F,2LPNX,511331,1850,2,10
Christopher Thomas,44,M,1LPNW,673523,2035,3,11
Steven Morris,36,M,5LPNX,991539,370,1,2
Cheryl Davis,19,F,10LPNY,733885,370,2,2
Katherine Barry,41,F,7LPNX,620157,1110,2,6
Sara Bauer,19,F,2LPNZ,672688,555,1,3
Lauren Morris,37,F,2LPNZ,585046,925,2,5
Heather Brown,35,F,1LPNZ,826155,0,1,0
Luis Jordan,49,M,7LPNX,217301,185,1,1
Eddie Johnson,27,M,1LPNW,749153,1480,2,8
April Anderson,50,F,9LPNW,966974,370,3,2
Kathleen Fry,44,F,6LPNW,664790,370,1,2
Christopher Watson,35,M,2LPNY,923857,555,2,3
Vanessa Washington,47,F,4LPNW,432280,185,2,1
Angela Hernandez,26,F,1LPNY,647576,2035,3,11
Kayla Jones,33,F,9LPNZ,217803,370,2,2
Faith Wright,20,F,6LPNW,503946,0,1,0
Ian Douglas,27,M,10LPNW,938071,740,1,4
Ryan Tran,32,M,7LPNY,771142,740,2,4
Sherry Todd,35,F,6LPNZ,811256,0,1,0
Kari Jones,34,F,8LPNX,699745,1110,2,6
Travis Gomez,18,M,8LPNY,935218,1295,3,7
Pamela Hernandez,18,F,7LPNZ,865286,1110,2,6
John Vargas,27,M,3LPNY,590548,1295,2,7
Elijah Duncan,21,M,3LPNX,465141,555,1,3
Melinda Lewis,21,F,10LPNW,306496,555,1,3
Jennifer Rivera,22,F,10LPNW,213429,370,1,2
Natalie Kim,46,F,2LPNY,860789,0,1,0
Susan Turner,44,F,5LPNY,176834,925,2,5
Annette Hester,27,F,1LPNY,684261,1665,2,9
William Dean,45,M,6LPNY,587097,925,1,5
Steven Willis,29,M,10LPNX,734334,925,2,5
Lauren Gaines,29,F,2LPNZ,852988,1110,2,6
Sierra Juarez,26,F,10LPNY,385527,185,2,1
Jennifer Jordan,43,F,7LPNZ,180104,370,2,2
Joshua Rodriguez,42,M,1LPNX,104010,1110,3,6
Elizabeth Deleon,22,F,2LPNZ,272445,185,2,1
Kenneth Chapman,41,M,8LPNY,714552,1665,2,9
Nicole Reid,34,F,3LPNZ,303034,2035,3,11
Jacqueline Mcintyre,48,F,3LPNZ,303673,1110,2,6
James Fischer MD,49,M,10LPNZ,680556,0,1,0
Kenneth Romero,36,M,5LPNW,373556,185,1,1
Randall Lloyd,23,M,4LPNW,911096,925,1,5
Tammy Bell,18,F,4LPNW,194784,1850,3,10
Keith Roberts,44,M,4LPNW,857662,185,1,1
David Casey,38,M,2LPNY,808167,555,1,3
Matthew Thomas,22,M,10LPNY,183157,0,1,0
Brandy Owens,27,F,9LPNY,534119,1850,3,10
Kevin Lee,19,M,6LPNY,223382,925,1,5
Richard Hall,27,M,10LPNZ,196521,370,1,2
Ann King,45,F,7LPNX,448832,370,2,2
Katherine Jensen DDS,23,F,4LPNX,918328,1480,2,8
Aaron Brady,31,M,8LPNX,125433,925,3,5
Henry Chang,31,M,8LPNW,104020,0,1,0
Timothy Martin,41,M,9LPNY,873309,925,1,5
Gregory Rodriguez,29,M,7LPNY,772690,1850,2,10
Ryan Stanton,48,M,8LPNY,467119,555,2,3
Heather Horton,44,F,9LPNZ,841097,1665,2,9
Benjamin George,36,M,8LPNY,288228,1850,2,10
Rodney Hogan,40,M,4LPNY,264191,2220,3,12
Crystal Mcpherson,43,F,8LPNW,579263,370,3,2
Randy Flores,30,M,5LPNZ,356789,370,3,2
Mary Casey,20,F,8LPNX,452184,185,2,1
Linda Smith,32,F,7LPNX,642850,1850,2,10
Stephanie Harvey,48,F,5LPNZ,106643,370,1,2
Kari Crawford,32,F,9LPNW,235086,1295,2,7
Annette Rodriguez,29,F,1LPNX,659946,370,1,2
Nathan Johnson,34,M,1LPNX,684910,1110,3,6
Jason Adkins,44,M,7LPNX,737065,185,3,1
Theresa Green,19,F,3LPNY,959252,370,1,2
Gregory Bradley,39,M,2LPNX,465122,740,2,4
Emily Patrick,18,F,8LPNW,600650,740,1,4
Michelle Miller,33,F,3LPNY,930528,0,1,0
Austin Gonzalez,30,M,2LPNW,536188,1110,2,6
Nicole Walsh,40,F,1LPNW,767603,185,1,1
Whitney Holt,48,F,1LPNX,589816,925,3,5
Erica Wilson,48,F,8LPNZ,856306,925,2,5
Jerome Pacheco,21,M,5LPNZ,492349,1665,2,9
Curtis Farley,18,M,9LPNW,858196,1480,3,8
Steven Taylor,48,M,6LPNW,594718,370,1,2
Casey Guerra,40,M,9LPNW,167771,2590,3,14
Steven Duke,49,M,4LPNZ,436909,2220,3,12
Deborah Turner,39,F,2LPNZ,432453,740,3,4
Carolyn Harris,36,F,3LPNZ,728407,185,3,1
Joseph Gonzalez,18,M,2LPNY,459115,555,2,3
Alexandra Baker,30,F,4LPNY,276847,0,2,0
Philip Huber,29,M,1LPNX,337322,0,1,0
Angela Burke,24,F,2LPNW,594501,2035,3,11
Makayla Benson,41,F,1LPNY,186076,1665,3,9
Rachel Gomez,48,F,3LPNZ,329158,1295,2,7
Gail Simpson,42,F,9LPNW,410673,185,3,1
Courtney Mooney,27,F,1LPNW,452850,1665,2,9
Lori Ramirez,25,F,10LPNY,750525,0,2,0
Diana Walsh,35,F,9LPNX,111896,925,1,5
Glenda Olson,25,F,2LPNW,861418,2775,3,15
Mrs. Katherine Jackson DDS,41,F,4LPNW,359198,2405,3,13
Angela Schneider,18,F,4LPNY,308418,370,1,2
Sheila Carrillo,38,F,7LPNY,181979,185,3,1
Donna Williams,29,F,9LPNX,695579,925,1,5
Tamara Crane,40,F,4LPNY,516263,370,3,2
Erica Foley,34,F,5LPNW,555044,2405,3,13
Abigail Cardenas,44,F,10LPNX,321896,0,1,0
Shannon Mclean,22,F,10LPNW,128077,2775,3,15
Monica Stokes,45,F,8LPNW,342604,1295,3,7
Albert Jones,23,M,4LPNX,815525,0,3,0
Dr. Colin Hooper,40,M,1LPNW,136945,1110,2,6
Colleen Reid,47,F,10LPNZ,233030,185,1,1
Susan Williams,26,F,3LPNW,349806,185,1,1
Brittany Smith,18,F,4LPNX,511194,185,2,1
Janice Berg,20,F,10LPNX,761256,185,3,1
Wesley Martinez,44,M,9LPNX,843080,1665,2,9
Roberto Murphy,30,M,8LPNX,744688,740,2,4
Mary Gardner,41,F,10LPNZ,410451,1480,2,8
Lauren Smith,41,F,2LPNX,534602,1850,2,10
Brett Thomas,22,M,5LPNX,212359,1295,2,7
Juan Smith,39,M,7LPNY,452596,1480,2,8
William Rogers,42,M,1LPNY,133685,370,3,2
Diana Adkins,24,F,6LPNZ,433298,1480,3,8
Shane Ellis,20,M,6LPNX,826667,370,1,2
Vincent Nelson,45,M,2LPNX,686900,555,1,3
Candice Campbell,45,F,8LPNY,935786,1295,3,7
Brittany Zimmerman,35,F,7LPNW,787513,1850,3,10
Thomas Franco,48,M,2LPNZ,908862,1295,3,7
Antonio Salinas,27,M,6LPNY,211326,370,1,2
Justin Smith,38,M,1LPNX,475244,0,1,0
Pamela Campbell,37,F,3LPNY,981030,2035,3,11
Jennifer Green,32,F,2LPNY,123100,370,3,2
Brian Johns,27,M,6LPNZ,829942,555,1,3
Julie Blankenship,40,F,6LPNY,910037,1850,2,10
Christian Harrington,37,M,10LPNZ,562030,925,2,5
Kristy Gomez,18,F,9LPNW,602501,925,1,5
Miranda Holt,31,F,7LPNX,513975,1850,2,10
Oscar Reed MD,46,M,4LPNX,821641,0,2,0
Jennifer Fernandez,50,F,2LPNY,696948,0,2,0
Julie Barnes,39,F,2LPNW,543671,0,3,0
Pamela Wilson,46,F,6LPNX,302162,1665,2,9
Brian Gomez,28,M,10LPNZ,269273,1665,2,9
Dr. Jennifer Hill,30,F,3LPNY,727128,370,1,2
Jason Castillo,50,M,6LPNY,236279,0,2,0
Robert Oliver,42,M,10LPNX,421719,1110,2,6
Jonathan Lewis,43,M,2LPNW,189956,555,1,3
Emily Nelson,21,F,3LPNZ,453663,555,1,3
Melissa Lopez,29,F,6LPNW,318426,0,3,0
Jesus Smith,25,M,7LPNY,575322,555,2,3
Mrs. Elizabeth Osborn DDS,36,F,7LPNZ,625872,1295,3,7
Brad Benjamin,42,M,5LPNZ,299475,740,3,4
Joseph Jacobson,34,M,6LPNW,195244,185,2,1
David Johnson,27,M,3LPNW,706889,370,1,2
Todd Clarke,33,M,8LPNX,283530,0,3,0
Erica Aguilar,39,F,1LPNX,182739,2035,3,11
Gregory Weiss,29,M,9LPNX,442187,1110,3,6
Brian Gomez,20,M,8LPNX,598034,740,1,4
Tonya Keith,19,F,8LPNW,134517,0,1,0
Corey Sullivan,38,M,1LPNX,589111,555,3,3
Ryan Long,24,M,9LPNZ,929629,1850,3,10
Nathan Andrews,23,M,6LPNW,198980,740,2,4
Troy Richardson,42,M,4LPNX,777198,740,1,4
James Green,29,M,10LPNY,608563,1480,3,8
Elizabeth Sparks,46,F,10LPNW,918062,740,1,4
Christopher Martin,48,M,8LPNX,638791,1850,2,10
Tammy Huber,37,F,7LPNW,270459,555,3,3
Matthew Rivera,40,M,8LPNZ,684177,0,3,0
Amy Tran,26,F,10LPNX,528667,1480,3,8
Michael Brown,39,M,10LPNW,508024,1480,3,8
Robert Porter,39,M,8LPNX,308291,0,3,0
Rebecca Garcia,31,F,3LPNW,269625,2220,3,12
Lori Sims,41,F,8LPNZ,451390,555,2,3
Chelsea Martinez,33,F,9LPNW,334640,1110,3,6
Jacqueline Cain,20,F,4LPNX,226914,555,1,3
Kelsey Brown,30,F,3LPNW,851738,1850,2,10
Richard Jones,18,M,8LPNY,774692,740,1,4
Rebecca Rodriguez,29,F,10LPNX,602925,0,1,0
Gary Wood,29,M,7LPNZ,951113,740,2,4
Rachel Wallace DDS,27,F,10LPNW,236837,0,1,0
Mary Gibbs,26,F,4LPNX,291814,1110,2,6
Shelly Hardy,28,F,1LPNY,404747,555,1,3
Joanna Sims,34,F,9LPNX,737837,555,1,3
Jennifer Nguyen,23,F,2LPNZ,382557,925,2,5
Julia Davis,31,F,5LPNW,700823,1665,2,9
Patrick Jackson,24,M,1LPNY,961899,555,1,3
Scott Vasquez,30,M,2LPNX,968065,555,1,3
Matthew Barker,28,M,3LPNX,573365,1665,3,9
Shelby Evans,33,F,8LPNX,863312,740,3,4
Rebecca Lee DDS,34,F,6LPNW,920114,1850,3,10
Angel Patterson,27,F,10LPNZ,291873,0,2,0
John Crawford,29,M,4LPNW,885146,0,1,0
James Castillo,26,M,3LPNW,689193,1850,3,10
Jenna Scott,47,F,3LPNX,913519,1665,3,9
Melissa Nichols,40,F,6LPNZ,670634,2220,3,12
Richard York,44,M,3LPNZ,366711,925,1,5
Carolyn Yoder,40,F,5LPNZ,287406,2035,3,11
Joshua Montgomery,24,M,1LPNY,144477,185,1,1
Nicole Anderson,29,F,2LPNY,783892,925,3,5
Jason Mills,19,M,9LPNY,900129,370,1,2
Vanessa Casey,48,F,9LPNZ,819549,185,3,1
Natasha Michael,45,F,6LPNX,754943,1850,2,10
Ethan Perez,29,M,1LPNX,562670,2775,3,15
Amber Hoffman,38,F,2LPNW,868326,1665,3,9
Charles Anderson,35,M,5LPNZ,692697,555,1,3
Andrew Jordan,47,M,3LPNY,577548,185,3,1
Diana Jones,25,F,4LPNW,498446,0,1,0
Gregory Hodges,50,M,10LPNY,539590,925,1,5
Frederick Miller,27,M,7LPNW,883468,1850,3,10
Tara Ferguson,37,F,1LPNY,189090,925,3,5
Christopher Velez,45,M,10LPNX,712647,740,1,4
Eric Baker,46,M,4LPNW,635674,2405,3,13
Cheyenne Greene,21,F,6LPNX,415605,555,2,3
Joseph Hunt,48,M,8LPNY,530788,740,3,4
Brian Kelly,20,M,4LPNY,986511,925,1,5
John Gonzalez,35,M,1LPNZ,382817,2220,3,12
Christina Trevino DDS,38,F,6LPNW,896224,1110,2,6
Jennifer Reed,48,F,5LPNZ,573062,925,2,5
Travis Ramirez,31,M,2LPNX,433393,925,1,5
Brenda Short,50,F,4LPNW,311523,0,3,0
Jacqueline Gonzales,26,F,1LPNY,222482,0,1,0
Joshua Smith,20,M,1LPNY,658058,555,2,3
Stephanie Mendoza,22,F,4LPNY,765866,185,2,1
Michael Morse,50,M,6LPNZ,647854,740,1,4
Ashley Davis,22,F,5LPNZ,939201,925,1,5
Randy Johnson,25,M,4LPNY,616459,185,1,1
Mary Zavala,33,F,7LPNX,946911,370,3,2
Andrew Mejia,50,M,2LPNX,654868,0,1,0
Matthew Delgado,44,M,9LPNX,325446,925,1,5
Scott Landry,44,M,8LPNX,357801,1665,3,9
Gregory Mullins,31,M,1LPNX,297960,0,2,0
Sally Hamilton,43,F,2LPNX,547034,185,1,1
David Reed,44,M,10LPNX,132769,925,1,5
Duane Cox,18,M,6LPNX,464339,1480,2,8
Michelle Bowman,20,F,6LPNW,467324,1665,2,9
Robert Reese,21,M,1LPNY,562074,555,1,3
Marie Jefferson,34,F,10LPNZ,638615,185,1,1
Mark Graves,21,M,7LPNW,342334,1295,3,7
Ariel White,20,F,4LPNY,270169,185,1,1
Craig Hernandez,22,M,9LPNX,750335,370,1,2
Renee Reed,36,F,7LPNW,517360,555,2,3
Lynn Allison,40,F,6LPNY,782500,0,1,0
Robert Simmons,34,M,3LPNX,977665,0,2,0
Benjamin Sims,48,M,10LPNX,572693,1665,3,9
Melinda Burton,32,F,1LPNY,808963,555,1,3
Susan Rivera,26,F,1LPNY,303889,740,1,4
Antonio Torres,47,M,1LPNY,319982,185,2,1
Tina Torres,22,F,8LPNW,450499,740,1,4
Donna Sparks,45,F,5LPNY,391448,0,1,0
Jenna Thompson,30,F,7LPNX,453816,1110,2,6
Melissa Flores,20,F,3LPNZ,714703,370,2,2
Justin Wilson,43,M,10LPNZ,556695,370,1,2
Stephanie Mason,32,F,10LPNY,228984,740,2,4
Megan Wilcox,45,F,8LPNY,223024,0,2,0
Nancy Little,36,F,6LPNY,998646,740,1,4
Kathryn Williams,46,F,2LPNY,589120,1480,3,8
Ruth Henry,28,F,1LPNX,766687,185,3,1
Jason Reed,35,M,4LPNZ,194996,740,1,4
Caitlin Simpson,41,F,6LPNW,810269,2035,3,11
Deanna Mcknight,34,F,7LPNZ,690034,0,1,0
Steven Gray,22,M,2LPNZ,179096,2405,3,13
Sarah Carpenter,37,F,4LPNY,998317,555,1,3
Charles Caldwell,23,M,10LPNY,395605,555,2,3
Christopher White,42,M,1LPNY,664435,925,1,5
Mark Weeks,20,M,9LPNZ,266883,555,1,3
Austin Erickson,29,M,6LPNY,683332,185,1,1
Kim Lewis,45,F,10LPNW,587956,2590,3,14
Sarah Schmidt,45,F,10LPNY,756366,740,2,4
Jason Atkinson,37,M,8LPNX,251618,2220,3,12
Jackson Kelly,46,M,7LPNZ,900490,2035,3,11
Jasmine Chavez,30,F,3LPNX,510909,185,3,1
Daniel Morrison,22,M,10LPNY,788725,370,3,2
Catherine Miles,41,F,7LPNZ,941554,740,1,4
Joseph Hill,43,M,4LPNY,309943,555,1,3
Paul Wilkins,49,M,10LPNY,125496,1665,2,9
Chad Wilkerson,24,M,10LPNX,919548,185,1,1
Morgan Andrade,47,F,2LPNW,629007,740,2,4
Holly Garcia,25,F,7LPNZ,862551,185,1,1
Kerry Bishop,46,F,7LPNZ,186822,1665,3,9
Joseph Erickson DDS,37,M,5LPNX,746379,185,3,1
Angel Adams,46,F,3LPNX,528961,1480,3,8
Kristina Nixon,44,F,10LPNY,835514,740,2,4
Elizabeth Morgan,21,F,9LPNZ,835797,925,2,5
Christina Douglas,33,F,7LPNX,922408,370,3,2
Benjamin Thomas,40,M,10LPNW,340035,0,1,0
Timothy Holloway,25,M,9LPNZ,102900,555,1,3
Sarah Welch,43,F,3LPNZ,774894,185,2,1
Michael Johnson,20,M,1LPNZ,419781,740,3,4
Veronica Garcia,48,F,9LPNZ,478488,555,1,3
Brenda Sparks,33,F,8LPNW,665749,2035,3,11
Rebecca Dalton,30,F,6LPNW,973057,740,2,4
Joann Allison,43,F,6LPNY,579445,185,1,1
Eric Martinez,18,M,9LPNY,443270,185,3,1
George Morales,44,M,10LPNZ,440570,2035,3,11
Fernando Floyd,47,M,1LPNW,570362,185,3,1
Angela Moses,30,F,2LPNW,251600,1850,3,10
Daisy Frey,23,F,6LPNW,726396,1295,3,7
Brittany Frazier,20,F,9LPNZ,332852,1110,2,6
Benjamin Anderson,30,M,4LPNZ,895161,555,2,3
Katrina Washington,25,F,9LPNW,478123,1295,2,7
Bobby Raymond,42,M,9LPNX,915967,555,2,3
Laura Gordon,37,F,4LPNX,180745,740,2,4
Joel Thomas,36,M,3LPNY,224070,1665,3,9
Sandra Manning,41,F,4LPNX,703687,185,1,1
Randy Williams,45,M,4LPNY,359278,925,1,5
Rachel Howard,35,F,5LPNX,737602,1665,2,9
Joshua Smith,29,M,2LPNZ,205169,185,1,1
Megan Martinez,43,F,3LPNW,189691,2405,3,13
Shannon Chang,32,F,4LPNW,664949,1665,2,9
Jose Salazar,26,M,7LPNZ,894234,185,1,1
Danny Zuniga,24,M,10LPNY,525533,0,2,0
Micheal Dougherty,50,M,1LPNX,733335,1110,2,6
Summer Cunningham,32,F,5LPNW,848741,1665,3,9
Diane Cruz,25,F,7LPNX,512429,1850,2,10
Ricky Hawkins,40,M,4LPNW,619316,555,3,3
Gregory Walker,18,M,8LPNX,341270,0,1,0
Melanie Ballard,30,F,5LPNY,303585,1480,3,8
Heather Erickson,43,F,3LPNY,135111,185,1,1
Debbie Edwards,32,F,6LPNX,388131,1850,3,10
Kenneth Patterson,23,M,10LPNX,351598,1850,2,10
Shari Snyder,45,F,8LPNX,646289,1480,2,8
Kaitlyn Gardner,24,F,1LPNZ,281842,2405,3,13
Paul Peterson,20,M,4LPNX,584865,555,1,3
Laura Osborne,25,F,5LPNY,595868,185,1,1
David Bradford,18,M,5LPNZ,736430,0,3,0
Janet Gomez,18,F,4LPNZ,306612,555,1,3
Ariel Garcia,32,F,10LPNW,162508,1295,2,7
Matthew White,44,M,2LPNW,929118,1850,2,10
Ms. Samantha Leonard,27,F,5LPNZ,494218,185,3,1
Shelley Washington,25,F,9LPNZ,208673,0,2,0
Billy Evans,26,M,6LPNZ,689578,925,1,5
Michelle Wilson,45,F,7LPNY,148375,1110,2,6
Roger Mendoza,34,M,6LPNZ,650685,740,3,4
Linda Joseph DVM,45,F,8LPNX,473095,1110,2,6
Mary Robinson,25,F,7LPNW,939458,185,3,1
Christopher Haley,49,M,9LPNY,578073,1110,3,6
Christina Martinez,40,F,6LPNX,911692,0,2,0
Douglas Stewart,32,M,6LPNY,212823,0,3,0
Ryan Pena,21,M,10LPNX,253809,2590,3,14
Alexandra Jensen,40,F,9LPNY,518144,925,1,5
Jennifer Walker,42,F,8LPNW,229344,1665,3,9
Jessica Wallace,31,F,8LPNZ,858416,1110,3,6
Michael Robertson,32,M,2LPNZ,951888,1110,3,6
Katie Garcia,50,F,8LPNY,103647,555,2,3
Jeanne Arias,38,F,10LPNZ,477784,1295,3,7
Jeffrey Miller,43,M,7LPNZ,234874,1850,2,10
Tara Martinez,18,F,8LPNZ,940401,2220,3,12
Mr. Jacob Dixon,24,M,9LPNX,682943,555,1,3
Shawn Burton,35,M,9LPNW,683594,1110,3,6
Amanda Thompson,41,F,4LPNY,161917,555,3,3
Tyler Ho,31,M,2LPNX,436265,925,1,5
Veronica Taylor,23,F,5LPNZ,340639,925,1,5
John Evans,25,M,5LPNY,630059,1295,2,7
James Delgado,34,M,5LPNZ,153031,185,1,1
Tracy Buchanan,45,F,3LPNY,314003,1480,2,8
Catherine Wu,33,F,6LPNY,116849,2035,3,11
Anna West,41,F,6LPNZ,812182,555,2,3
Kimberly Bennett,37,F,5LPNZ,628419,1850,3,10
Erin Fleming,49,F,9LPNZ,343730,740,2,4
Tracy Krueger,38,F,6LPNW,283363,2220,3,12
Brian Cruz,32,M,8LPNZ,591668,1665,2,9
Kathleen Molina,50,F,10LPNX,804489,185,2,1
Adrian Mcconnell,43,M,10LPNZ,510900,925,3,5
Tammy Scott,39,F,2LPNZ,622508,370,2,2
Victoria Burton,24,F,7LPNZ,108142,185,1,1
Travis Campbell,45,M,7LPNX,301501,370,1,2
Kaitlyn Wilson,45,F,9LPNZ,922704,1665,2,9
Lisa Barton,46,F,10LPNZ,144411,555,1,3
Rachel Ferguson,24,F,6LPNW,583036,925,2,5
Amber Parrish,24,F,3LPNZ,463421,2405,3,13
Gregory Thomas,21,M,10LPNY,300736,925,3,5
Patricia Fisher,38,F,8LPNX,788140,0,1,0
Jesus Hall,39,M,5LPNZ,719198,185,2,1
Michelle Moran,36,F,2LPNW,400153,1665,2,9
Danny Acevedo,49,M,3LPNX,633414,185,2,1
Katherine Armstrong,31,F,3LPNY,503390,1850,2,10
Peter Rivera,43,M,10LPNY,607583,2775,3,15
Christopher Cooke,46,M,3LPNZ,853529,0,2,0
Samuel Cooke,44,M,2LPNX,904686,555,3,3
Christopher Olson,37,M,1LPNZ,228660,555,3,3
Stephanie Singleton,48,F,7LPNW,621875,0,2,0
Mercedes Foster,28,F,3LPNW,762112,370,1,2
Steven Cohen,50,M,10LPNW,512814,925,1,5
Mr. Tyler Archer,19,M,2LPNW,576651,1480,2,8
Katherine Anderson,24,F,9LPNZ,825829,2220,3,12
Nicole Bailey,49,F,2LPNX,334331,555,3,3
Gabriella Henry,33,F,4LPNY,699316,0,1,0
William Nelson,29,M,3LPNX,981940,0,3,0
Brad Knight,19,M,7LPNZ,409665,1665,2,9
Pamela Cunningham,28,F,10LPNX,223443,555,1,3
Robert Sullivan,25,M,9LPNY,993965,185,1,1
Jeff Morales,48,M,1LPNX,953547,1665,3,9
Lauren Archer,27,F,8LPNX,268367,185,1,1
Lisa Little,26,F,3LPNX,924087,555,1,3
Desiree Bradley,28,F,9LPNW,869160,0,1,0
Christopher Pierce,25,M,8LPNX,912672,555,1,3
Johnny Salazar,30,M,9LPNY,267876,740,1,4
James Evans,25,M,3LPNW,710258,740,1,4
Alfred Mcgrath,35,M,10LPNZ,968572,2220,3,12
Robin Castro,29,F,7LPNX,629314,0,1,0
Krystal Gill,47,F,4LPNW,816906,1110,3,6
Kevin Brown,32,M,3LPNW,217615,0,1,0
Annette Lucas,34,F,10LPNZ,812116,1480,2,8
Mark Oliver,31,M,2LPNX,236140,185,1,1
Brittany Watson,45,F,9LPNX,246474,0,2,0
Charles Thompson,41,M,5LPNW,649481,925,2,5
Terri Bryant,28,F,4LPNW,328526,370,1,2
John Perry,49,M,2LPNW,981241,1850,2,10
Crystal Montgomery,24,F,6LPNY,632040,925,1,5
Jennifer Simon,38,F,2LPNW,640269,185,3,1
Donald Cooley DDS,50,M,1LPNY,510393,1480,3,8
David Davenport,28,M,10LPNW,789003,370,2,2
Michelle Caldwell DDS,44,F,8LPNX,671681,925,1,5
Jenna Johnson,25,F,2LPNZ,223307,370,1,2
Thomas Blair,28,M,9LPNZ,277730,1665,2,9
Lauren Armstrong DDS,48,F,2LPNZ,197552,1480,2,8
Alison English,32,F,5LPNW,630005,925,3,5
Dwayne Newton,47,M,9LPNZ,721364,555,1,3
Brianna Miller,24,F,3LPNW,178724,1295,3,7
Jimmy Smith,42,M,6LPNX,550371,1665,3,9
Nancy Doyle,23,F,5LPNZ,919249,2035,3,11
Todd Perez DDS,39,M,2LPNZ,696451,1665,2,9
Lisa Townsend,22,F,9LPNY,688122,925,3,5
Donna Henry,23,F,10LPNW,921035,555,1,3
Katie Allen,28,F,1LPNY,635245,370,1,2
David Lawson,37,M,3LPNX,935201,740,1,4
Ann Martin,24,F,8LPNY,973178,370,2,2
James Schneider,36,M,10LPNZ,821106,185,1,1
Allison Flores,49,F,2LPNY,867716,740,1,4
Deborah Bradshaw,41,F,8LPNY,273120,2220,3,12
Ronald Hess,48,M,8LPNZ,430035,370,2,2
Diana Gomez,44,F,2LPNY,493007,0,2,0
Tabitha White,36,F,3LPNZ,648312,2775,3,15
Christopher Espinoza,35,M,4LPNY,925221,555,1,3
Dylan Hurley,35,M,2LPNZ,744667,1665,2,9
Leah Henry,44,F,7LPNY,536820,1850,2,10
Edward Simmons,28,M,6LPNZ,741798,370,2,2
Megan White,24,F,3LPNX,490258,370,1,2
Mrs. Dawn Buchanan,26,F,9LPNW,679243,555,1,3
Craig Oconnor,23,M,5LPNW,829642,185,3,1
Timothy Rodriguez,30,M,8LPNX,347648,185,1,1
Terri Stone,40,F,10LPNW,291547,370,1,2
Matthew Vazquez,45,M,1LPNY,993092,370,1,2
Nathan Sampson,39,M,6LPNZ,880014,740,1,4
Nancy Garcia,19,F,5LPNY,920490,2405,3,13
Margaret Anderson,25,F,2LPNX,986666,1480,3,8
Robert Boone,27,M,8LPNZ,355975,555,3,3
Nicholas Freeman,21,M,7LPNY,463381,1480,3,8
Jessica Garcia,25,F,1LPNY,253253,2035,3,11
Tiffany Hill,20,F,2LPNZ,413985,740,1,4
Arthur Richards,43,M,7LPNX,822478,555,1,3
Sarah Larson,20,F,10LPNX,947995,0,1,0
Ryan Davies MD,21,M,9LPNY,863437,1850,2,10
James Long,50,M,1LPNZ,989658,555,3,3
Michele Blake,22,F,7LPNY,768445,0,3,0
Julia Gillespie,37,F,9LPNX,464021,740,3,4
Joel Ball,26,M,9LPNX,306177,555,3,3
Susan English,38,F,6LPNZ,521966,370,1,2
Deanna Jones,36,F,4LPNZ,269891,555,1,3
Sara Thomas,33,F,8LPNW,985320,185,1,1
Rebecca Reid,50,F,5LPNZ,642158,370,2,2
Angel Gibbs,32,M,10LPNW,444209,1665,3,9
Robert Ford,41,M,1LPNW,711068,0,2,0
Sonya Kim,20,F,2LPNX,680799,1295,3,7
Kevin Sutton,24,M,8LPNZ,594630,370,1,2
Laura Copeland DDS,45,F,1LPNW,187152,740,1,4
Shawn Fleming,35,M,4LPNX,875433,0,1,0
Michelle Romero,32,F,1LPNW,784429,0,1,0
Oscar King,36,M,5LPNZ,739121,740,3,4
